WELL_PERMIT_NUM	OPERATOR	COUNTY	MUNICIPALITY	LATITUDE	LONGITUDE	START_DATE	PROD_PERIOD	PROD_PERIOD_MAX	OIL_BBL_MODEL	GAS_MCF_MODEL	GAS_MCF_MODEL_CUMSUM	OIL_BBL_MODEL_CUMSUM	PROD_MCFE_MODEL_ZERO	PRODUCTION_DATE_MODEL	PROD_MCFE	PROD_MCFE_MODEL	GAS_MCF_MODEL_NA	GAS_MCF_MODEL_ZERO	OIL_BBL_MODEL_ZERO	DATE_MODEL	PROD_MCFE_MODEL_NA	
081-20930	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.361811	-77.262333	2013-03-01	57	32	0	24835.76496	3486897.878	0	24835.76496	2017-12-01	24835.76496	24835.76496	24835.76496	24835.76496	0	2017-12-01	24835.76496	
081-20930	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.361811	-77.262333	2013-03-01	69	32	0	18373.36057	3740990.238	0	18373.36057	2018-12-01	18373.36057	18373.36057	18373.36057	18373.36057	0	2018-12-01	18373.36057	
081-20930	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.361811	-77.262333	2013-03-01	81	32	0	13592.5098	3928966.35	0	13592.5098	2019-12-01	13592.5098	13592.5098	13592.5098	13592.5098	0	2019-12-01	13592.5098	
081-20931	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.361769	-77.262336	2013-03-01	45	32	0	37304.85175	3281174.263	0	37304.85175	2016-12-01	37304.85175	37304.85175	37304.85175	37304.85175	0	2016-12-01	37304.85175	
081-20931	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.361769	-77.262336	2013-03-01	57	32	0	27597.92152	3662836.67	0	27597.92152	2017-12-01	27597.92152	27597.92152	27597.92152	27597.92152	0	2017-12-01	27597.92152	
081-20931	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.361769	-77.262336	2013-03-01	69	32	0	20416.78861	3945188.392	0	20416.78861	2018-12-01	20416.78861	20416.78861	20416.78861	20416.78861	0	2018-12-01	20416.78861	
081-20931	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.361769	-77.262336	2013-03-01	81	32	0	15104.22649	4154070.623	0	15104.22649	2019-12-01	15104.22649	15104.22649	15104.22649	15104.22649	0	2019-12-01	15104.22649	
081-20937	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419794	-76.951181	2013-07-01	41	28	0	19484.79325	2279007.03	0	19484.79325	2016-12-01	19484.79325	19484.79325	19484.79325	19484.79325	0	2016-12-01	19484.79325	
081-20937	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419794	-76.951181	2013-07-01	53	28	0	14414.74151	2478354.105	0	14414.74151	2017-12-01	14414.74151	14414.74151	14414.74151	14414.74151	0	2017-12-01	14414.74151	
081-20937	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419794	-76.951181	2013-07-01	65	28	0	10663.94547	2625829.96	0	10663.94547	2018-12-01	10663.94547	10663.94547	10663.94547	10663.94547	0	2018-12-01	10663.94547	
081-20937	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419794	-76.951181	2013-07-01	77	28	0	7889.127457	2734931.777	0	7889.127457	2019-12-01	7889.127457	7889.127457	7889.127457	7889.127457	0	2019-12-01	7889.127457	
081-20938	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419817	-76.951075	2013-07-01	41	28	0	31971.84026	3449295.885	0	31971.84026	2016-12-01	31971.84026	31971.84026	31971.84026	31971.84026	0	2016-12-01	31971.84026	
081-20938	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419817	-76.951075	2013-07-01	53	28	0	23652.58933	3776396.756	0	23652.58933	2017-12-01	23652.58933	23652.58933	23652.58933	23652.58933	0	2017-12-01	23652.58933	
081-20938	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419817	-76.951075	2013-07-01	65	28	0	17498.05383	4018384.158	0	17498.05383	2018-12-01	17498.05383	17498.05383	17498.05383	17498.05383	0	2018-12-01	17498.05383	
081-20938	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419817	-76.951075	2013-07-01	77	28	0	12944.96275	4197405.091	0	12944.96275	2019-12-01	12944.96275	12944.96275	12944.96275	12944.96275	0	2019-12-01	12944.96275	
081-20939	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419839	-76.950969	2013-07-01	41	28	0	36240.82562	3716094.799	0	36240.82562	2016-12-01	36240.82562	36240.82562	36240.82562	36240.82562	0	2016-12-01	36240.82562	
081-20939	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419839	-76.950969	2013-07-01	53	28	0	26810.76092	4086871.254	0	26810.76092	2017-12-01	26810.76092	26810.76092	26810.76092	26810.76092	0	2017-12-01	26810.76092	
081-20939	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419839	-76.950969	2013-07-01	65	28	0	19834.45158	4361169.611	0	19834.45158	2018-12-01	19834.45158	19834.45158	19834.45158	19834.45158	0	2018-12-01	19834.45158	
081-20939	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419839	-76.950969	2013-07-01	77	28	0	14673.4168	4564094.008	0	14673.4168	2019-12-01	14673.4168	14673.4168	14673.4168	14673.4168	0	2019-12-01	14673.4168	
081-20961	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.446458	-76.837633	2014-01-01	35	16	0	431.7881788	2331165.54	0	431.7881788	2016-12-01	431.7881788	431.7881788	431.7881788	431.7881788	0	2016-12-01	431.7881788	
081-20961	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.446458	-76.837633	2014-01-01	47	16	0	318.7544322	2335574.017	0	318.7544322	2017-12-01	318.7544322	318.7544322	318.7544322	318.7544322	0	2017-12-01	318.7544322	
081-20961	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.446458	-76.837633	2014-01-01	59	16	0	235.8127534	2338835.163	0	235.8127534	2018-12-01	235.8127534	235.8127534	235.8127534	235.8127534	0	2018-12-01	235.8127534	
081-20961	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.446458	-76.837633	2014-01-01	71	16	0	174.4529614	2341247.741	0	174.4529614	2019-12-01	174.4529614	174.4529614	174.4529614	174.4529614	0	2019-12-01	174.4529614	
081-21003	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.404811	-77.156244	2013-09-01	39	20	0	842.3441351	2885498.966	0	842.3441351	2016-12-01	842.3441351	842.3441351	842.3441351	842.3441351	0	2016-12-01	842.3441351	
081-21003	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.404811	-77.156244	2013-09-01	51	20	0	623.161499	2894116.91	0	623.161499	2017-12-01	623.161499	623.161499	623.161499	623.161499	0	2017-12-01	623.161499	
081-21003	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.404811	-77.156244	2013-09-01	63	20	0	461.0114057	2900492.416	0	461.0114057	2018-12-01	461.0114057	461.0114057	461.0114057	461.0114057	0	2018-12-01	461.0114057	
081-21003	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.404811	-77.156244	2013-09-01	75	20	0	341.05367	2905208.98	0	341.05367	2019-12-01	341.05367	341.05367	341.05367	341.05367	0	2019-12-01	341.05367	
081-21004	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.4048	-77.156297	2013-09-01	39	20	0	811.8205397	2799522.421	0	811.8205397	2016-12-01	811.8205397	811.8205397	811.8205397	811.8205397	0	2016-12-01	811.8205397	
081-21004	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.4048	-77.156297	2013-09-01	51	20	0	600.5803131	2807828.08	0	600.5803131	2017-12-01	600.5803131	600.5803131	600.5803131	600.5803131	0	2017-12-01	600.5803131	
081-21004	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.4048	-77.156297	2013-09-01	63	20	0	444.3059702	2813972.56	0	444.3059702	2018-12-01	444.3059702	444.3059702	444.3059702	444.3059702	0	2018-12-01	444.3059702	
081-21004	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.4048	-77.156297	2013-09-01	75	20	0	328.6950818	2818518.213	0	328.6950818	2019-12-01	328.6950818	328.6950818	328.6950818	328.6950818	0	2019-12-01	328.6950818	
081-21005	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.404781	-77.156403	2013-09-01	39	20	0	815.8311108	3194155.99	0	815.8311108	2016-12-01	815.8311108	815.8311108	815.8311108	815.8311108	0	2016-12-01	815.8311108	
081-21005	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.404781	-77.156403	2013-09-01	51	20	0	603.5473113	3202502.68	0	603.5473113	2017-12-01	603.5473113	603.5473113	603.5473113	603.5473113	0	2017-12-01	603.5473113	
081-21005	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.404781	-77.156403	2013-09-01	63	20	0	446.5009389	3208677.516	0	446.5009389	2018-12-01	446.5009389	446.5009389	446.5009389	446.5009389	0	2018-12-01	446.5009389	
081-21005	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.404781	-77.156403	2013-09-01	75	20	0	330.3189074	3213245.625	0	330.3189074	2019-12-01	330.3189074	330.3189074	330.3189074	330.3189074	0	2019-12-01	330.3189074	
081-21007	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.404789	-77.15635	2013-09-01	39	20	0	751.0020625	2755222.565	0	751.0020625	2016-12-01	751.0020625	751.0020625	751.0020625	751.0020625	0	2016-12-01	751.0020625	
081-21007	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.404789	-77.15635	2013-09-01	51	20	0	555.5871425	2762905.996	0	555.5871425	2017-12-01	555.5871425	555.5871425	555.5871425	555.5871425	0	2017-12-01	555.5871425	
081-21007	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.404789	-77.15635	2013-09-01	63	20	0	411.0202732	2768590.156	0	411.0202732	2018-12-01	411.0202732	411.0202732	411.0202732	411.0202732	0	2018-12-01	411.0202732	
081-21007	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.404789	-77.15635	2013-09-01	75	20	0	304.0705086	2772795.265	0	304.0705086	2019-12-01	304.0705086	304.0705086	304.0705086	304.0705086	0	2019-12-01	304.0705086	
081-21008	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.404769	-77.156456	2013-09-01	39	26	0	6729.594564	3430254.763	0	6729.594564	2016-12-01	6729.594564	6729.594564	6729.594564	6729.594564	0	2016-12-01	6729.594564	
081-21008	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.404769	-77.156456	2013-09-01	51	26	0	4978.516572	3499104.608	0	4978.516572	2017-12-01	4978.516572	4978.516572	4978.516572	4978.516572	0	2017-12-01	4978.516572	
081-21008	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.404769	-77.156456	2013-09-01	63	26	0	3683.078828	3550039.34	0	3683.078828	2018-12-01	3683.078828	3683.078828	3683.078828	3683.078828	0	2018-12-01	3683.078828	
081-21008	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.404769	-77.156456	2013-09-01	75	26	0	2724.721201	3587720.571	0	2724.721201	2019-12-01	2724.721201	2724.721201	2724.721201	2724.721201	0	2019-12-01	2724.721201	
081-21014	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.412331	-77.204469	2013-08-01	40	24	0	4520.370294	1488924.554	0	4520.370294	2016-12-01	4520.370294	4520.370294	4520.370294	4520.370294	0	2016-12-01	4520.370294	
081-21014	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.412331	-77.204469	2013-08-01	52	24	0	3344.144764	1535172.035	0	3344.144764	2017-12-01	3344.144764	3344.144764	3344.144764	3344.144764	0	2017-12-01	3344.144764	
081-21014	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.412331	-77.204469	2013-08-01	64	24	0	2473.979668	1569385.663	0	2473.979668	2018-12-01	2473.979668	2473.979668	2473.979668	2473.979668	0	2018-12-01	2473.979668	
081-21014	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.412331	-77.204469	2013-08-01	76	24	0	1830.236377	1594696.715	0	1830.236377	2019-12-01	1830.236377	1830.236377	1830.236377	1830.236377	0	2019-12-01	1830.236377	
081-21015	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.412325	-77.204578	2013-09-01	39	23	0	3088.063997	1008531.401	0	3088.063997	2016-12-01	3088.063997	3088.063997	3088.063997	3088.063997	0	2016-12-01	3088.063997	
081-21015	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.412325	-77.204578	2013-09-01	51	23	0	2284.532543	1040125.092	0	2284.532543	2017-12-01	2284.532543	2284.532543	2284.532543	2284.532543	0	2017-12-01	2284.532543	
081-21015	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.412325	-77.204578	2013-09-01	63	23	0	1690.08445	1063497.928	0	1690.08445	2018-12-01	1690.08445	1690.08445	1690.08445	1690.08445	0	2018-12-01	1690.08445	
081-21015	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.412325	-77.204578	2013-09-01	75	23	0	1250.315061	1080789.022	0	1250.315061	2019-12-01	1250.315061	1250.315061	1250.315061	1250.315061	0	2019-12-01	1250.315061	
081-21016	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.412319	-77.204689	2013-09-01	39	23	0	2538.254749	799677.4543	0	2538.254749	2016-12-01	2538.254749	2538.254749	2538.254749	2538.254749	0	2016-12-01	2538.254749	
081-21016	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.412319	-77.204689	2013-09-01	51	23	0	1877.786725	825646.0984	0	1877.786725	2017-12-01	1877.786725	1877.786725	1877.786725	1877.786725	0	2017-12-01	1877.786725	
081-21016	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.412319	-77.204689	2013-09-01	63	23	0	1389.176159	844857.5566	0	1389.176159	2018-12-01	1389.176159	1389.176159	1389.176159	1389.176159	0	2018-12-01	1389.176159	
081-21016	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.412319	-77.204689	2013-09-01	75	23	0	1027.704784	859070.0863	0	1027.704784	2019-12-01	1027.704784	1027.704784	1027.704784	1027.704784	0	2019-12-01	1027.704784	
081-21022	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468464	-76.869336	2014-02-01	34	21	0	2070.101562	2295501.423	0	2070.101562	2016-12-01	2070.101562	2070.101562	2070.101562	2070.101562	0	2016-12-01	2070.101562	
081-21022	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468464	-76.869336	2014-02-01	46	21	0	1520.414093	2316541.969	0	1520.414093	2017-12-01	1520.414093	1520.414093	1520.414093	1520.414093	0	2017-12-01	1520.414093	
081-21022	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468464	-76.869336	2014-02-01	58	21	0	1124.793877	2332097.182	0	1124.793877	2018-12-01	1124.793877	1124.793877	1124.793877	1124.793877	0	2018-12-01	1124.793877	
081-21022	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468464	-76.869336	2014-02-01	70	21	0	832.1162446	2343604.841	0	832.1162446	2019-12-01	832.1162446	832.1162446	832.1162446	832.1162446	0	2019-12-01	832.1162446	
081-21023	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468506	-76.869433	2014-02-01	34	21	0	2458.2848	2453306.504	0	2458.2848	2016-12-01	2458.2848	2458.2848	2458.2848	2458.2848	0	2016-12-01	2458.2848	
081-21023	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468506	-76.869433	2014-02-01	46	21	0	1805.520523	2478292.55	0	1805.520523	2017-12-01	1805.520523	1805.520523	1805.520523	1805.520523	0	2017-12-01	1805.520523	
081-21023	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468506	-76.869433	2014-02-01	58	21	0	1335.714025	2496764.66	0	1335.714025	2018-12-01	1335.714025	1335.714025	1335.714025	1335.714025	0	2018-12-01	1335.714025	
081-21023	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468506	-76.869433	2014-02-01	70	21	0	988.1537955	2510430.223	0	988.1537955	2019-12-01	988.1537955	988.1537955	988.1537955	988.1537955	0	2019-12-01	988.1537955	
081-21024	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468483	-76.869383	2014-02-01	34	21	0	2203.676731	2382241.58	0	2203.676731	2016-12-01	2203.676731	2203.676731	2203.676731	2203.676731	0	2016-12-01	2203.676731	
081-21024	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468483	-76.869383	2014-02-01	46	21	0	1618.520183	2404639.786	0	1618.520183	2017-12-01	1618.520183	1618.520183	1618.520183	1618.520183	0	2017-12-01	1618.520183	
081-21024	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468483	-76.869383	2014-02-01	58	21	0	1197.372216	2421198.713	0	1197.372216	2018-12-01	1197.372216	1197.372216	1197.372216	1197.372216	0	2018-12-01	1197.372216	
081-21024	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468483	-76.869383	2014-02-01	70	21	0	885.8092953	2433448.915	0	885.8092953	2019-12-01	885.8092953	885.8092953	885.8092953	885.8092953	0	2019-12-01	885.8092953	
081-21025	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468444	-76.869289	2014-02-01	34	19	0	6708.845503	2156632.022	0	6708.845503	2016-12-01	6708.845503	6708.845503	6708.845503	6708.845503	0	2016-12-01	6708.845503	
081-21025	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468444	-76.869289	2014-02-01	46	19	0	4941.888944	2224993.72	0	4941.888944	2017-12-01	4941.888944	4941.888944	4941.888944	4941.888944	0	2017-12-01	4941.888944	
081-21025	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468444	-76.869289	2014-02-01	58	19	0	3655.981912	2275553.718	0	3655.981912	2018-12-01	3655.981912	3655.981912	3655.981912	3655.981912	0	2018-12-01	3655.981912	
081-21025	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468444	-76.869289	2014-02-01	70	19	0	2704.675054	2312957.723	0	2704.675054	2019-12-01	2704.675054	2704.675054	2704.675054	2704.675054	0	2019-12-01	2704.675054	
081-21026	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468422	-76.869242	2014-02-01	34	19	0	8993.511723	2309595.555	0	8993.511723	2016-12-01	8993.511723	8993.511723	8993.511723	8993.511723	0	2016-12-01	8993.511723	
081-21026	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468422	-76.869242	2014-02-01	46	19	0	6639.185285	2401417.623	0	6639.185285	2017-12-01	6639.185285	6639.185285	6639.185285	6639.185285	0	2017-12-01	6639.185285	
081-21026	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468422	-76.869242	2014-02-01	58	19	0	4911.632291	2469342.499	0	4911.632291	2018-12-01	4911.632291	4911.632291	4911.632291	4911.632291	0	2018-12-01	4911.632291	
081-21026	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.468422	-76.869242	2014-02-01	70	19	0	3633.598209	2519592.944	0	3633.598209	2019-12-01	3633.598209	3633.598209	3633.598209	3633.598209	0	2019-12-01	3633.598209	
081-21028	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.440122	-77.110369	2013-09-01	39	25	0	5312.864189	2180210.883	0	5312.864189	2016-12-01	5312.864189	5312.864189	5312.864189	5312.864189	0	2016-12-01	5312.864189	
081-21028	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.440122	-77.110369	2013-09-01	51	25	0	3930.427332	2234566.294	0	3930.427332	2017-12-01	3930.427332	3930.427332	3930.427332	3930.427332	0	2017-12-01	3930.427332	
081-21028	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.440122	-77.110369	2013-09-01	63	25	0	2907.708246	2274778.124	0	2907.708246	2018-12-01	2907.708246	2907.708246	2907.708246	2907.708246	0	2018-12-01	2907.708246	
081-21028	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.440122	-77.110369	2013-09-01	75	25	0	2151.106364	2304526.611	0	2151.106364	2019-12-01	2151.106364	2151.106364	2151.106364	2151.106364	0	2019-12-01	2151.106364	
081-21029	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.440125	-77.110258	2013-09-01	39	26	0	4743.02478	2546790.43	0	4743.02478	2016-12-01	4743.02478	4743.02478	4743.02478	4743.02478	0	2016-12-01	4743.02478	
081-21029	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.440125	-77.110258	2013-09-01	51	26	0	3508.863312	2595315.867	0	3508.863312	2017-12-01	3508.863312	3508.863312	3508.863312	3508.863312	0	2017-12-01	3508.863312	
081-21029	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.440125	-77.110258	2013-09-01	63	26	0	2595.837533	2631214.716	0	2595.837533	2018-12-01	2595.837533	2595.837533	2595.837533	2595.837533	0	2018-12-01	2595.837533	
081-21029	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.440125	-77.110258	2013-09-01	75	26	0	1920.386147	2657772.484	0	1920.386147	2019-12-01	1920.386147	1920.386147	1920.386147	1920.386147	0	2019-12-01	1920.386147	
081-21038	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.4382	-77.116569	2013-12-01	36	23	0	5662.453087	3012287.689	0	5662.453087	2016-12-01	5662.453087	5662.453087	5662.453087	5662.453087	0	2016-12-01	5662.453087	
081-21038	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.4382	-77.116569	2013-12-01	48	23	0	4189.051252	3070219.711	0	4189.051252	2017-12-01	4189.051252	4189.051252	4189.051252	4189.051252	0	2017-12-01	4189.051252	
081-21038	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.4382	-77.116569	2013-12-01	60	23	0	3099.036782	3113077.498	0	3099.036782	2018-12-01	3099.036782	3099.036782	3099.036782	3099.036782	0	2018-12-01	3099.036782	
081-21038	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.4382	-77.116569	2013-12-01	72	23	0	2292.650148	3144783.45	0	2292.650148	2019-12-01	2292.650148	2292.650148	2292.650148	2292.650148	0	2019-12-01	2292.650148	
081-21039	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.438283	-77.116572	2013-12-01	36	23	0	4665.123832	2817858.309	0	4665.123832	2016-12-01	4665.123832	4665.123832	4665.123832	4665.123832	0	2016-12-01	4665.123832	
081-21039	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.438283	-77.116572	2013-12-01	48	23	0	3451.232625	2865586.749	0	3451.232625	2017-12-01	3451.232625	3451.232625	3451.232625	3451.232625	0	2017-12-01	3451.232625	
081-21039	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.438283	-77.116572	2013-12-01	60	23	0	2553.202671	2900895.984	0	2553.202671	2018-12-01	2553.202671	2553.202671	2553.202671	2553.202671	0	2018-12-01	2553.202671	
081-21039	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.438283	-77.116572	2013-12-01	72	23	0	1888.845114	2927017.558	0	1888.845114	2019-12-01	1888.845114	1888.845114	1888.845114	1888.845114	0	2019-12-01	1888.845114	
081-21088	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.400886	-77.167844	2013-11-01	37	24	0	7328.702803	3302062.691	0	7328.702803	2016-12-01	7328.702803	7328.702803	7328.702803	7328.702803	0	2016-12-01	7328.702803	
081-21088	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.400886	-77.167844	2013-11-01	49	24	0	5421.73351	3377041.955	0	5421.73351	2017-12-01	5421.73351	5421.73351	5421.73351	5421.73351	0	2017-12-01	5421.73351	
081-21088	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.400886	-77.167844	2013-11-01	61	24	0	4010.968249	3432511.198	0	4010.968249	2018-12-01	4010.968249	4010.968249	4010.968249	4010.968249	0	2018-12-01	4010.968249	
081-21088	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.400886	-77.167844	2013-11-01	73	24	0	2967.291968	3473547.034	0	2967.291968	2019-12-01	2967.291968	2967.291968	2967.291968	2967.291968	0	2019-12-01	2967.291968	
081-21089	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.400911	-77.167889	2013-11-01	37	18	0	752.8385899	2350209.958	0	752.8385899	2016-12-01	752.8385899	752.8385899	752.8385899	752.8385899	0	2016-12-01	752.8385899	
081-21089	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.400911	-77.167889	2013-11-01	49	18	0	556.5522074	2357906.735	0	556.5522074	2017-12-01	556.5522074	556.5522074	556.5522074	556.5522074	0	2017-12-01	556.5522074	
081-21089	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.400911	-77.167889	2013-11-01	61	18	0	411.7342228	2363600.768	0	411.7342228	2018-12-01	411.7342228	411.7342228	411.7342228	411.7342228	0	2018-12-01	411.7342228	
081-21089	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.400911	-77.167889	2013-11-01	73	18	0	304.5986845	2367813.182	0	304.5986845	2019-12-01	304.5986845	304.5986845	304.5986845	304.5986845	0	2019-12-01	304.5986845	
081-21090	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.400936	-77.167933	2013-11-01	37	18	0	617.0429104	2160330.641	0	617.0429104	2016-12-01	617.0429104	617.0429104	617.0429104	617.0429104	0	2016-12-01	617.0429104	
081-21090	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.400936	-77.167933	2013-11-01	49	18	0	456.484908	2166643.548	0	456.484908	2017-12-01	456.484908	456.484908	456.484908	456.484908	0	2017-12-01	456.484908	
081-21090	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.400936	-77.167933	2013-11-01	61	18	0	337.7049921	2171313.802	0	337.7049921	2018-12-01	337.7049921	337.7049921	337.7049921	337.7049921	0	2018-12-01	337.7049921	
081-21090	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.400936	-77.167933	2013-11-01	73	18	0	249.832272	2174768.83	0	249.832272	2019-12-01	249.832272	249.832272	249.832272	249.832272	0	2019-12-01	249.832272	
081-21091	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.400958	-77.167978	2013-11-01	37	18	0	589.5873444	2416080.432	0	589.5873444	2016-12-01	589.5873444	589.5873444	589.5873444	589.5873444	0	2016-12-01	589.5873444	
081-21091	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.400958	-77.167978	2013-11-01	49	18	0	436.1734332	2422112.444	0	436.1734332	2017-12-01	436.1734332	436.1734332	436.1734332	436.1734332	0	2017-12-01	436.1734332	
